kind,owner,name,target,keys,delete,source
hasOne,company_request,,$modelClass::className(),['utm_uuid' => 'utm_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyRequest.php:432
hasOne,company_request,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyRequest.php:441
hasOne,company_stats,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyStats.php:95
hasMany,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:313
hasMany,contact,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:331
hasMany,contact,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:340
hasMany,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:349
hasMany,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:357
hasMany,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:364
hasMany,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:372
hasOne,contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:755
hasOne,contact,,$modelClass::className(),['utm_uuid' => 'utm_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contact.php:763
hasOne,contact_email,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ContactEmail.php:89
hasOne,contact_invitation,,$modelClass::className(),['contact_email' => 'email_to_invite'],"ORM cardinality, not FK/delete guarantee",common/models/ContactInvitation.php:203
hasOne,contact_invitation,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ContactInvitation.php:211
hasOne,contact_invitation,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/ContactInvitation.php:219
hasOne,contact_phone,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ContactPhone.php:88
hasOne,contact_token,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ContactToken.php:114
hasOne,contract,,$className::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:408
hasOne,contract,,$className::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:416
hasOne,contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:424
hasOne,contract,,$className::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:432
hasOne,contract,,$className::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:440
hasOne,contract,,$className::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:448
hasOne,contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:472
hasOne,contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:480
hasOne,contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Contract.php:488
hasOne,country,,$modelClass::className(),['code' => 'currency_code'],"ORM cardinality, not FK/delete guarantee",common/models/Country.php:81
hasMany,country,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Country.php:89
hasMany,country,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Country.php:97
hasOne,daily_standup_answer,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/DailyStandupAnswer.php:116
hasOne,daily_standup_answer,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/DailyStandupAnswer.php:124
hasMany,daily_standup_question,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/DailyStandupQuestion.php:144
hasMany,degree,,$modelClass::className(),['degree_uuid' => 'degree_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Degree.php:100
hasOne,degree,,$modelClass::className(),['degree_group_uuid' => 'degree_group_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Degree.php:109
hasMany,degree_group,,$modelClass::className(),['degree_group_uuid' => 'degree_group_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/DegreeGroup.php:116
hasOne,discount,,$modelClass::className(),['category_id' => 'category_id'],"ORM cardinality, not FK/delete guarantee",common/models/Discount.php:250
hasOne,discount,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Discount.php:258
hasOne,discount,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Discount.php:266
hasMany,discount_category,,$modelClass::className(),['category_id' => 'category_id'],"ORM cardinality, not FK/delete guarantee",common/models/DiscountCategory.php:205
hasMany,email_campaign,,$modelClass::className(),['campaign_uuid' => 'campaign_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/EmailCampaign.php:451
hasOne,email_campaign_filter,,$modelClass::className(),['campaign_uuid' => 'campaign_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/EmailCampaignFilter.php:80
hasMany,exam,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Exam.php:101
hasMany,exam,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Exam.php:109
hasMany,exam,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Exam.php:117
hasOne,exam_question,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestion.php:168
hasOne,exam_question,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestion.php:176
hasMany,exam_question,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestion.php:184
hasMany,exam_question,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestion.php:192
hasOne,exam_question_answer,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestionAnswer.php:212
hasOne,exam_question_answer,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestionAnswer.php:220
hasOne,exam_question_answer,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestionAnswer.php:228
hasOne,exam_question_answer,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestionAnswer.php:236
hasOne,exam_question_choice,,$modelClass::className(),['question_uuid' => 'question_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ExamQuestionChoice.php:98
hasOne,expense,,$modelClass::className(),['admin_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Expense.php:140
hasOne,expense,,$modelClass::className(),['admin_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Expense.php:148
hasOne,file,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/File.php:125
hasOne,firing_hitmap,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/FiringHitmap.php:235
hasOne,fixed_price_contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/FixedPriceContract.php:117
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:609
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:617
hasOne,fulltimer,,$modelClass::className(),['university_id' => 'university_id'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:625
hasOne,fulltimer,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:633
hasOne,fulltimer,,$modelClass::className(),['area_uuid' => 'fulltimer_area_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:641
hasOne,fulltimer,,$modelClass::className(),['country_id' => 'nationality_id'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:649
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:657
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:665
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:674
hasOne,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:682
hasMany,fulltimer,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Fulltimer.php:691
hasOne,fulltimer_experience,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/FulltimerExperience.php:89
hasOne,fulltimer_skill,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/FulltimerSkill.php:89
hasOne,fulltimer_tags,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/FulltimerTags.php:56
hasOne,hourly_contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/HourlyContract.php:115
hasMany,inspector,,$modelClass::className(),['inspector_uuid' => 'inspector_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Inspector.php:560
hasOne,inspector_token,,$modelClass::className(),['inspector_uuid' => 'inspector_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InspectorToken.php:133
hasOne,interview_evaluation,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:117
hasOne,interview_evaluation,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:126
hasOne,interview_evaluation,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:134
hasOne,interview_evaluation,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:142
hasMany,interview_evaluation,,$modelClass::className(),['interview_evaluation_uuid' => 'interview_evaluation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:150
hasOne,interview_evaluation,,$modelClass::className(),['interview_evaluation_uuid' => 'interview_evaluation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:159
hasMany,interview_evaluation,,$modelClass::className(),['interview_evaluation_uuid' => 'interview_evaluation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluation.php:169
hasOne,interview_evaluation_note_version,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluationNoteVersion.php:106
hasOne,interview_evaluation_note_version,,InterviewEvaluation::className(),['interview_evaluation_uuid' => 'interview_evaluation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluationNoteVersion.php:114
hasMany,interview_evaluation_note_version,,InterviewEvaluationNote::className(),['ienv_uuid' => 'ienv_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/InterviewEvaluationNoteVersion.php:122
hasOne,invitation,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:433
hasOne,invitation,,$modelClass::className(),"['candidate_id' => 'candidate_id','request_uuid'=>'request_uuid']","ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:441
hasOne,invitation,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:449
hasOne,invitation,,$modelClass::className(),['company_id' => 'invitation_created_by_company'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:457
hasOne,invitation,,$modelClass::className(),['staff_id' => 'invitation_created_by_staff'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:465
hasOne,invitation,,$modelClass::className(),['company_id' => 'invitation_updated_by_company'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:473
hasOne,invitation,,$modelClass::className(),['staff_id' => 'invitation_updated_by_staff'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:481
hasOne,invitation,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:489
hasOne,invitation,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:497
hasMany,invitation,,$modelClass::className(),['note_uuid' => 'note_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:506
hasOne,invitation,,$modelClass::className(),['invitation_uuid' => 'invitation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:514
hasOne,invitation,,$modelClass::className(),['invitation_uuid' => 'invitation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Invitation.php:574
hasOne,invoice,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Invoice.php:84
hasOne,invoice,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Invoice.php:93
hasOne,job,,$modelClass::className(),['area_uuid' => 'area_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:244
hasOne,job,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:252
hasOne,job,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:260
hasOne,job,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:268
hasOne,job,,$modelClass::className(),['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:276
hasOne,job,,$modelClass::className(),['staff_id' => 'deleted_by'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:284
hasMany,job,,$modelClass::className(),['job_uuid' => 'job_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:292
hasMany,job,,$modelClass::className(),['job_uuid' => 'job_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Job.php:300
hasMany,job_interest,,$modelClass::className(),['job_interest_uuid' => 'job_interest_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/JobInterest.php:117
hasOne,job_interest,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/JobInterest.php:125
hasOne,job_interest,,$modelClass::className(),['job_uuid' => 'job_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/JobInterest.php:133
hasOne,job_skills,,$modelClass::className(),['job_uuid' => 'job_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/JobSkills.php:57
hasMany,major,,$modelClass::className(),['major_uuid' => 'major_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Major.php:195
hasMany,mall,,$modelClass::className(),['mall_uuid' => 'mall_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Mall.php:112
hasMany,mall,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Mall.php:120
hasOne,manager_token,,StoreManager::className(),['store_manager_uuid' => 'store_manager_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ManagerToken.php:123
hasOne,manager_token,,StoreManager::className(),['store_manager_uuid' => 'store_manager_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ManagerToken.php:131
hasOne,monthly_salary_contract,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/MonthlySalaryContract.php:98
hasMany,note,,$modelClass::className(),['request_checklist_uuid' => 'request_checklist_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:302
hasOne,note,,$modelName::className(),['invitation_uuid' => 'invitation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:312
hasOne,note,,$modelName::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:322
hasOne,note,,$modelName::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:332
hasOne,note,,$modelName::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:342
hasOne,note,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:350
hasOne,note,,$candidateClass::className(),['candidate_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:359
hasOne,note,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:361
hasOne,note,,$candidateClass::className(),['candidate_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:371
hasOne,note,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:373
hasOne,note,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:382
hasOne,note,,$modelClass::className(),['suggestion_uuid' => 'suggestion_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:389
hasOne,note,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:396
hasOne,note,,$modelClass::className(),['interview_evaluation_uuid' => 'interview_evaluation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Note.php:403
hasMany,permission_section,,PermissionSubSection::className(),['permission_uuid' => 'permission_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionSection.php:94
hasOne,permission_sub_section,,PermissionSection::className(),['permission_uuid' => 'permission_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionSubSection.php:88
hasMany,permission_sub_section,,PermissionUser::className(),['permission_sub_section_uuid' => 'permission_sub_section_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionSubSection.php:96
hasOne,permission_user,,Admin::className(),['admin_id' => 'admin_id'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionUser.php:91
hasOne,permission_user,,PermissionSubSection::className(),['permission_sub_section_uuid' => 'permission_sub_section_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionUser.php:99
hasOne,permission_user,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/PermissionUser.php:107
hasOne,request,,$modelClass::className(),['country_id' => 'nationality_id'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:311
hasOne,request,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:320
hasMany,request,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:330
hasOne,request,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:340
hasOne,request,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:348
hasOne,request,,$modelClass::className(),['staff_id' => 'request_created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:356
hasOne,request,,$modelClass::className(),['staff_id' => 'request_updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:365
hasOne,request,,$modelClass::className(),['contact_uuid' => 'request_created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:374
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:382
hasOne,request,,$modelClass::className(),['contact_uuid' => 'request_updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:390
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:398
hasOne,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:406
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:415
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:424
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:433
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:442
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:451
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:460
hasMany,request,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:469
hasMany,request,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:479
hasOne,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:690
hasMany,request,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Request.php:699
hasOne,request_application,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/RequestApplication.php:149
hasOne,request_application,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestApplication.php:157
hasOne,request_application,,$modelClass::className(),['application_uuid' => 'application_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestApplication.php:165
hasMany,request_application,,$modelClass::className(),['application_uuid' => 'application_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestApplication.php:174
hasOne,request_application,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestApplication.php:183
hasMany,request_checklist,,$modelClass::className(),['request_checklist_uuid' => 'request_checklist_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestChecklist.php:96
hasOne,request_interview,,$modelClass::className(),['application_uuid' => 'application_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:145
hasOne,request_interview,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:153
hasOne,request_interview,,$modelClass::className(),['contact_uuid' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:161
hasOne,request_interview,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:169
hasOne,request_interview,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:177
hasOne,request_interview,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/RequestInterview.php:185
hasOne,request_skill,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/RequestSkill.php:55
hasMany,staff,,$modelClass::className(),['request_created_by' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:700
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:778
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:791
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:799
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1122
hasMany,staff,,$modelClass::className(),['created_by' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1186
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1222
hasMany,staff,,$modelClass::className(),['invitation_created_by_staff' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1262
hasMany,staff,,$modelClass::className(),['created_by' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1334
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1344
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1353
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1375
hasMany,staff,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Staff.php:1383
hasOne,staff_expenses,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffExpenses.php:134
hasOne,staff_leave,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffLeave.php:132
hasOne,staff_notification,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffNotification.php:92
hasOne,staff_salary,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffSalary.php:119
hasOne,staff_salary_process,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffSalaryProcess.php:68
hasOne,staff_token,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffToken.php:119
hasOne,staff_work_session,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffWorkSession.php:99
hasMany,staff_work_session,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StaffWorkSession.php:103
hasMany,store,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:138
hasOne,store,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:199
hasOne,store,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:206
